title,user_name,rating,date,review_text,likes,data_id
Wisata Kota Tua Jakarta,Wahyu,5.0,sebulan lalu,"Salah satu kawasan wisata rakyat bersejarah dengan pemandangan bangunan2 jaman kolonial cocok untuk tempat bersantai bersama keluarga, terdapat berbagai jenis hiburan dan tempat jajanan dari kelas kaki lima sampai restaurant mewah. Kalau malam ada live musiknya",,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,Manik Asa,4.0,2 bulan lalu,"Kawasan wisata dengan bangunan-bangunan tuanya. Cocok untuk hunting foto, karena bentuk bangunannya khas jaman Belanda. Terdapat juga museum wayang, dan keramik di sekitarnya. Kita juga bisa berkeliling sambil menyewa sepeda. Tapi saya kapok parkir motor bukan di tempat resminya.",,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,massool,5.0,2 bulan lalu,"Kawasan kota tua ini sudah mengalami proses renovasi yang cukup ekselen. Walaupun dalamnya sudah mengalami banyak perubahan namun ekterior dipertahankan dengan sangat bagus. Sejumlah bangunan bahkan telah dijadikan museum. Seperti bekas kantor gubernur jadi museum Sejarah Jakarta atau museum Fatahillah. Bahkan bekas kantor pos dijadikan booth-booth sejumlah umkm.

Di pusat kota tua ini dijadikan Taman Fatahillah dengan renovasi paving atau batu alam. Ada atraksi manusia silver, bekas rel kereta api yang dibungkus kaca, penyewaan sepeda, booth-booth jualan dan warung makan.",,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,alysha ara,4.0,2 bulan lalu,"🟢 viewnya bagus sekali, sangat disarankan untuk karyawan sekitar jakut jakpus jakbar utk sesekali pulang kantor jln jln ke kotu, melepas penat sehabis seharian kerja lihat komputer yg ga seberapa itu.

cocok dateng pagi atau sore (sunset) dan di hari kerja (tidak terlalu ramai)

🔴 kurang toilet umum aja sih, bingung mau pake toilet harus kemana, sama tong sampah deket cafe batavia itu kebuka lebar bikin bau kemana mana",,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,Adi aprianto,4.0,sebulan lalu,"Kota yang penuh sejarah dan icon jakarta serta edukasi dan wisata yang cukup lengkap.Dengan saran transportasi yang nyaman bisa jadi pilihan terbaik untuk keluarga dan rekan2.Jangan lupa selalu membawa bekal makanan dan minuman karena area yang asik untuk menjelajah.
Banyak toko souvenir dan juga jajanan.",,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,Sandy Sulistyo Wibowo,2.0,seminggu lalu,Yg mau kesini baiknya naik KRL atau trans jakarta. Susah dpt tempat parkir. Mau cb terbangun drone (dronnie: yg mundur naik keatas dan kembali). Tapi gak boleh sama security. Haddeeeehhhhhh,,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,Uwo Budi Kincai,5.0,3 bulan lalu,"Datang kesini udah lewat jam 8 malam. ada yg live music di salah satu sudut, rame dikelilingi pengunjung.
Mulai foto², cari angle yg bagus, cekrek².
Terpesona lihat gedung gedung di sekeliling lapangan. bangunan tua yg terawat.
Tak lama, terdengat suara pemberitahuan dari oengeras suara, batas kunjung jam 9 malam.
Dan benar saja, kurang 10e ut, suara sirine mirip di mobil pol pp mulai terdengar
pengunjung berangsur bubar, puas meski hanya sebentar",,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,margaretha devy,3.0,sebulan lalu,"hhmm ekspektasiku ketinggian keknya.
Kesana weekend agak sorean, memang rame.
Tapi jujur kayak nggak yg waah banget.

1. Toilet umum malah ditutup. Adanya toilet berbayar deket pintu masuk.
2. Cari parkir mobil buseeet susah banget.
3. Penjual makananya sama kek di pasar malem, bahkan dibanyak tempat, nggak iconic.
4. Terlalu liar yg pada duduk, aturan mah jangan sembarangan duduk gitu. Walopun yaaa sahsah aja sih.
5. Bagus buat foto, tapi tidak semua bisa dimasukin.
6. Pas mau masuk kawasan buseet muter--muter, karna jalannya diperbaiki dan sempit kalli ya..

Yg bingung, naik aja Krl, turun jakarta kota atau busway TJ.",,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,Aninda Kawitani,5.0,2 bulan lalu,"Tempat historical di Jakarta yang bangunannya terjaga dengan baik. Sering diadakan festival atau acara di tempat ini. Bagus utk mengenalkan rasa cinta budaya dan sejarah kepada anak kecil, karena bangsa yg besar adalah bangsa yg mengenal dan mencintai sejarahnya. Selain itu juga terdapat museum disekelilingnya.",,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,Yenny Widia,5.0,3 bulan lalu,"datang saat habis dhuhur siang bolong panas kentang kentang wajib bawa topi atau payung n kacamata gaes, masuk kota tuanya aj gratis tp klo mau masuk ke museum2 nya bayar yaa...jgn khawatir kelaparan ada resto makanan n indomaret lengkap, cocok utk liburan keluarga, byk spot foto n anak2 bisa lari2an tanpa byk mobil yg wara wiri. bisa sewa sepeda jg utk keliling..",,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,Angelica Panggabean,4.0,2 bulan lalu,"Bagus di pagi hari, kalau siang sudah panas. Pengalaman lewat waktu malam tidak enak. Penginapan saya disana, kalau malam ada jalan yang ditutup dijaga satpam. Oke ga boleh lagi masuk. Tapi saya kan bukan mau nongkrong, saya mau ke hotel.

Gara gara itu, saya mesti jalan kaki memutar, lewat jalan gelap sekali, banyak orang iseng, ada yang cat calling. Ah!

Ga boleh lagi lewat jalan tertentu oke. Tapi tolong dipikirlah sedikit, saya tuh cuma mau ke hotel, saya cewe, malam, sendirian, disuruh jalan memutar. Saya bukan orang situ, saya ga tau ada jam tutupnya.

Entahlah, jadi pelajaran aja. Overall bagus semua, cuma memang kejadian malamnya tiba tiba menakutkan",,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,Kholidin Mustofa,5.0,4 bulan lalu,"Wisata kota tua,wisata bangunan jaman dahulu,
Tempat nya indah suasana rame banyak jenis jajanan kuliner,
Suasana malam terasa lebih indah di bandingkan siang,
Perlu waspada dengan barang bawaan, karna masih banyak si tangan cepat yg jahil,
Dan masih sering kejadian,",,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,JENAL SETIAWAN,5.0,sebulan lalu,Tempat yg cocok buat liburan keluarga suasana nya adem dan gk bising hanya sedikit saran buat pengelola kawasan wisata kota tua harap sediakan tempat duduk buat para pengunjung kota tua dan selalu adain live music tiap akhir pekan,,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,Wika pedia,5.0,sebulan lalu,"Salah satu spot favorit kalau ke Jakarta, sebagai orang yang suka banget sejarah dan arsitektur, kota tua seolah2 lorong waktu, serasa kembali ke masa Batavia buat menyelami informasi dan sejarah terbentuknya Jakarta",,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,b3b3n iben,5.0,3 bulan lalu,"Tempat yg mungkin cocok untuk menyendiri dan mengenal jaman penjajahan negeri kita oleh bangsa asing. Semua masih terawat meski ada bbrapa bangunan yang jauh dr terawat, dan jadi salah satu destinasi wisata dijakarta yang ramah kantong.",,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,Dien Ayu,3.0,2 bulan lalu,"Sedih sih kurang perawatan
Beberapa spot rada bau pesing

Ada penyewaan sepeda beserta ornamennya.. Tp ini mulai jam 9 pagi",,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,Rahmad,5.0,3 bulan lalu,"Kawasan wisata terkenal di jakarta
Banyak gedung tua peninggalan sejarah dan dijadikan museum
Ada alun-alun besar tempat wisata, banyak yang bisa piknik, konser, main sepeda, love music dll
Banyak juga cafe dan jajanan, serta penjual aksesoris dan oleh²
Overall wajib dikunjungi bagi yang ke jakarta",,0x2e69ec2a940017ed:0xdfce12d4a0938133
Wisata Kota Tua Jakarta,Daniel junaedi samosir,5.0,sebulan lalu,"Kota Tua Jakarta, juga dikenal dengan sebutan Batavia Lama (Oud Batavia), adalah sebuah wilayah kecil di Jakarta, Indonesia. Wilayah khusus ini memiliki luas 1,3 kilometer persegi melintasi Jakarta Utara dan Jakarta Barat (Pinangsia, Taman Sari dan Roa Malaka).

Di kawasan Kota Tua Jakarta terdapat museum Museum Bank Mandiri,[3] Museum Bank Indonesia,[4] Museum Fatahillah,[5] Museum Seni Rupa dan Keramik,[6] Museum Wayang,[7] dan Museum Bahari.[8] Beberapa museum di kawasan Kota Tua Jakarta dalam kondisi yang buruk.[butuh rujukan] Beberapa di antaranya ialah Museum Fatahillah, Museum Bahari, dan Museum Bank Indonesia..

Pengunjung juga bisa menikmati suasana nostalgia di Taman Fatahillah dengan menyewa sepeda ontel, menjelajahi bangunan bersejarah seperti Toko Merah, serta menikmati kuliner di kafe-kafe klasik seperti Cafe Batavia. Aktivitas lainnya termasuk mengikuti free walking tour dan mengabadikan foto di berbagai spot menarik di kawasan tersebut.

Mantappp",,0x2e69ec2a940017ed:0xdfce12d4a0938133
Nangka Waterfall,Diary of Aridilla,5.0,sebulan lalu,"Sudah 2 kali sambangi curug ini, 1 tempat 3 curug, paling bawah curug nangka harus menyusuri semacam sungai dlu untuk sampai ke TKP. Kebetulan pas kita dateng debit airnya gk begitu deras ya.

Naik ke atas lagi ada curug Daun cocok untuk anak² karna bentuknya seperti kolam. Saat kunjungan ke 2 ada yg baru di Cunang. Ada semacam panjat tebing tapi ini menuruni Cunang dari curug daun, sempet tanya² sama penjaga toilet di curug daun, emang baru dan klo mau mencobanya, langsung aja bisa kepoin Ig ""canyoning.curugnangka"" karna ini seperti open trip gitu, harus booking dulu. Cocok yang suka menantang adrenalin si ini.

Nah di paling atas ada Curug Kawung, gak cocok buat anak2 karna banyak bebatuan.

Harga tiket masuk ada kenaikan di banding saat pertama kami mengunjungi Cunang. 2 dewasa 1 anak usia dan motor kurleb 100k. Fyi di cunang ini bisa untuk camp juga ya tapi banyak monyet berkeliaran. Pedagang di sana menyarankan untuk tidak membawa kantong plastik karna monyetnya agresif sama kantong kresek. Kita juga di sarankan membawa batu. Cukup mengayunkan ya tidak melempar batu tersebut. Seakan paham, monyet² tersebut akan menjauh.

Untuk sampai di cunang jalananya aman ya, yg pasti tetap cek kondisi kendaraan. Karna semakin bagus Curug tentunya jalan yg harus di tempuh juga semakin tinggi.

Tempat ganti dan bilas ada, mushola juga ada, tempat isi perut juga ada.",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Dede Marwan,4.0,3 bulan lalu,"Berkunjung dihari biasa, harga tiket 35rb/orang. Parkir motor 5rb, bayar di dalam.
Lokasi air terjunnya g terlalu jauh dari pintu masuk... Pengunjung di hari biasa aja lumayan, apalagi di akhir pekan/hari libur. Karena area air terjunnya gak terlalu luas, bisa jadi pertimbangan.",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Tria Tria,5.0,4 bulan lalu,"Curugnya bagus. Sempat liat dijadiin buat wahana Shower Climbing juga. Akses ke curug juga ga terlalu terjal.

Tapi jangan kesini pas musim hujan deras, ada papan peringatan waspada sama banjir bandang. Karena emang akses menuju ke curug sebenernya kayak susur sungai dikit. Jadi siap-siap sepatu basah",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,agung syetiawan,4.0,4 bulan lalu,"Curug yang lokasinya di kaki gunung salak bisa diakses lewat laladon meskipun jalannya agak sempit terus banyak lobang.
Untuk tanjakan masih aman, relatif landai. Hati2 lobang jalan saat musim hujan.

Untuk curug ada 3 curug dalam satu area kawasan, di bawah curug nangka, di tengah curug daun, dan paling atas ada curug kawung. Curug nangka harus lewat aliran sungai kecil tapi ga jauh paling 250m dari area parkir. Curug daun yang paling enak karena udah dikasih akses yang bagus.

Untuk tiket masuk harganya lumayan 50k/orang, parkir 15k/mobil, kamar mandi 4k, kelapa muda 20k, gorengan 4k, mie telor rebus 15k (tempat makan masih standart harganya). Tersedia juga camping dengan biaya sewa 200-250k. (Rate per juni 2025)

Harga tersebut terbayar dengan keindahan alam dan area treking yang cukup bagus. Kamar mandi juga bersih.

Banyak banget monyet liat berkeliaran. Hati2 dengan barang bawaan.

Minusnya ga ada tempat parkir mobil yang memadai. Parkir aja di pinggiran.",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Daffa Wahyu,4.0,sebulan lalu,"Tempatnya bagus, suasananya sejuk cuma banyak monyettt ajaa bikin ngeganggu dan cukup berbahaya kalo bawa makanan atau masak di sana",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,surya hamdani,4.0,sebulan lalu,"Cukup bagus untuk berfoto²
Ada tempat untuk berfoto sambil climbing
Banyak Monkey , tapi masih aman ke manusia .",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Devi Bigtha Lovely,5.0,4 bulan lalu,"Tiket cukup pricey di wekend tanpa kendaraan 2 pax = 45ribu
--
Curugnya Bagus, masi ada monyet di beberapa titik , dan ada Dog and cat nya 🥰😸🦮 dont forget to bring ur cat/dogfood ya--

Ada 3 curug, tapi kami hanya meng explore Curug Nangka. Masuk harus menyusuri sungai .",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Indah Sasoe,5.0,4 bulan lalu,"dulu pas zaman sekolah beberapa kali ke curug nangka ini lewat jalur pinus makati, terus kemaren kesini lagi buat canyoneering dan seru banget jadi pengalaman yang tak terlupakan apalagi crew nya pada ramah baik puas banget sama pelayanan canyoneering curug nangka",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Gabriel Kalalo,5.0,3 bulan lalu,"Curug dengan track yg tidak terlalu jauh dan lumayan simpel, harga masuk sedikit pricy daripada tempat lain. UMKM yang berjualan makanan disana harganya masih normal dan ekonomis dikantong. Hati"", jangan membawa makanan ringan/plastik yang mengundang kerumunan monyet untuk merampas dari pengunjung.",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Pingky Tamara. H,5.0,5 bulan lalu,"Tiket masuk wisata cukup pricy (45k), car parking area tidak cukup luas, ada fauna anjing dan monyet. Enaknya berangkat pagi, sudah berjejer makanan anget"". Treking menuju waterfall masih aman ga terlalu jauh. Utk waterfallnya tidak terlalu deras airnya jadi aman bagi yg ingin sekedar berfoto.",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Margareta Sumarni,5.0,6 bulan lalu,"Tiketnya masih mahal ditambah LG masih dimintain parkir motor 10.000
Tp suasa masih terlihat asri dengan ditemani monyet2 lucu2 mengemaskan yg meyambut kita berharap kita memberi makan mereka. Tp cukup puas setelah melihat curung yg paling tinggi yaitu curung Kawung walaupun trek nya lumayan terjal dengan bebatuan dan alam yg masih alami.",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Budiman Halim,4.0,Diedit 4 bulan lalu,"Untuk curug nya cukup bagus, airnya jernih banget, tapi kalau cari trekking, jalannya mudah, kurang menarik. Ada 3 curug yang bisa dilihat. Tapi yang seru canyoneering nya, cuma harus booked di awal. Hati-hati disini banyak monyet, harap jaga barang bawaan terutama makanan, di sekitar juga ada warung dan toilet.",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,faqynhauccul,5.0,sebulan lalu,Cuakeeppp pooolll msh asri... Ada monyettt asal jgn ketauan bawa makanan... Sejukkk poll... Tp mahall masuknya parkirnya 🤭,,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Nandini Catra Nabilah,2.0,6 hari lalu,"Masuk kesana berdua sama suami naik mobil  dan satu orang bayar 50.000. Total masuk doang 100.000, belum sama parkir 15.000. Entah karena plat mobilku keliatan dari luar kota atau gimana tapi untuk fasilitas yang di dapat dan tempat yang banyak spot terbengkalainya dimana keamanan ga terjamin (jembatan karatan dan rusak) agaknya cukup merogoh kocek, dan tukang parkir cuma gerak waktu minta duit parkir sedangkan waktu pulang si tukang parkir duduk diem doang ngamatin mobilku jalan mundur tanpa ngebantu. Beli nasi ayam di pintu masuk harga terjangkau masih normal 25.000 satu porsi. Overall lingkungan asri dan hijau, cuma harus hati2 karena monyetnya suka usil apalagi kalau lihat plastik sering ngira itu makanan dan suka merampas dari pengunjung.",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Mas Ali,1.0,3 bulan lalu,"Apaan air terjun modelan begini doang babatingan😏
Kirain dengan harga 45rb x 6 orang dapet view air terjun yang bagus nan indah.
Tau nya zonk😩

Ngga lagi lagi,buat siapapun coba liat ulasan yang lain jika hendak ke lokasi.🤨",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Firman Bunari,5.0,3 bulan lalu,"Gowes ke curug nangka memang cukup menantang, tapi langsung hilang begitu melihat air terjun dan suasana curugnya. Di lokasi ada mushola dan juga tempat makan.",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,riyah faradies,1.0,2 bulan lalu,"PNBP (Penerimaan Negara Bukan Pajak)? apakah ini hanya akal-akalan ditengah maraknya kasus kenaikan pajak oleh pemerintah. Kami pikir harga sudah termasuk parkir, ternyata di dalam, ada biaya lagi. Mohon Pemda setempat lebih diperhatikan. Kebetulan mengantar  teman yang dari Kalimantan",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,muhammad ilham,4.0,2 bulan lalu,Kemarin 8/8/2025 enak bgt hari jumat sepi  berasa milik sendiri.,,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Kartika Anzani,5.0,seminggu lalu,"Lokasi yg sejuk, jalanannya jg sdh bagus, air terjunnya bersih, msh ada monyet liarnya jd hati2 jk bw makanan yaa, bs untuk camping n ada byk warung, toilet n musholla jg yaa.. Biaya masuknya 50k/org blum termasuk parkir",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,taufiqurrahman mz,5.0,setahun lalu,"Hari Ini Jum'at 30 Agustus 2024 SMP Islam El-Rasyad Jakarta berkunjung ke Curug Nangka.
Curug Nangka adalah air terjun yang terletak di kawasan Taman Nasional Gunung Halimun-Salak, Bogor. Tempat ini menawarkan suasana alam yang asri dengan udara sejuk dan pemandangan hijau yang menenangkan. Untuk mencapai air terjun, pengunjung harus berjalan melewati jalan setapak yang menantang namun menyenangkan. Curug Nangka cocok bagi pecinta alam yang mencari ketenangan dan ingin berpetualang. Namun, fasilitas di sekitar lokasi masih terbatas, seperti toilet dan tempat istirahat. Meski begitu, keindahan alamnya tetap menjadi daya tarik utama yang membuat pengunjung betah berlama-lama.",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Dhina Bello,4.0,setahun lalu,"Curug'y lumayan jauh dr parung panjang. Tp utk view'y keren curug bagus dan ga terlalu jauh dr parkiran. Total curug ada 3 di 1 tempat wisata. tempat'y juga udh dikelola perhutani akses ga susah. Tp untuk tiket masuk lumayan mahal 1 motor 2 org HTM 69rb blm termasuk parkir motor, klo nginep parkir nambah 10rb. Harga makanan juga standar padahal di area wisata. Keren lah ga nyesel jauh2 kesana",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Sheila Arinda,5.0,7 bulan lalu,"Jarak yang ditempuh tidak terlalu jauh😍
Walaupun agak sedikit cape tapi terbayar dengan keindahan curug nangka ini✨

Ingatt selalu kita berkunjung dimanapun itu harus tetap menjaga sikap,dari lisan maupun perbuatan🫰🏻
Happy holidayy❤️",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Silvia Hindi,3.0,9 bulan lalu,"Tempatnya bagus, tapi bayar masuknya mahal bgt yaaaa, beda bgt sama yg dulu, banyak yg masih dibangun juga. Ga terlalu worth the place jujur. Tempatnya banyak sampah, camping ground apalagi, think twice deh sebelum kesini",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,rizman aji,5.0,setahun lalu,"Minggu 26 Mei coba main kesana. Ternyata di luar ekspektasi, Pembayaran normal dari pihak Perhutani dan tidak ada  Pungli seperti curug-curug yang belum di kelola pemerintah, Akses ke lokasi juga terbilang bagus cuma harus sabar aja karena banyak angkot berhenti sembarangan. Di dalam wisata juga terbilang lengkap ada Penginapan, Parkir Luas, Jalan menuju air terjun tertata rapi, banyak juga yang berjualan dari makanan ringan hingga nasi lauk pauk menu Khas Sunda. Keren si.. Curug Nangka sebagai contoh, curug curug bogor yg sudah di kelola dgn baik oleh Perhutani👍",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Anak Kemarin Sore,5.0,setahun lalu,"aku kesana weekend biasa ya, bukan long weekend atau musim liburan..
sekitar jam mau dzuhur dan alhamdulillah gak ramai seperti ekspetasiku..
tapi menurutku pribadi, untuk htm curugnya overprice sih, apa karena collab sama swasta apa gimana ya?
kalo untuk curugnya lumayanlah, darupada yang jauh kan makan waktu, kebetulan kemarin cari curug terdekat aja sih...
pengelola parkirnya bodoh dan kurangajar, soalnya motorku kegores, padahal parkir settled dan parkiran masih luas karena pengunjung motor tidak terlalu banyak~",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Puspita Okta,4.0,3 bulan lalu,"Kesini pas hari biasa, ramai, tapinya masih aman
Rutenya berbatu baru kondisi badan harus fit",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
Nangka Waterfall,Icha Tanjung,4.0,10 bulan lalu,"Trekingnya gak terlalu jauh, curug nya bagus kalo musim hujan. Hanya saja kalau musim hujan jangan lama2 di area curug nya yaa, takut banjir 😁 oiya, tiket masuk nya berasa mahal kalo rombongan. Mahal banget 🙈🙈",,0x2e69cfd5ab533c53:0xf6427641a4bf1129
